replicate,A_rgb_only__auroc,A_rgb_only__pr_auc,A_rgb_only__f1_at_locked_threshold,A_rgb_only__false_match_rate_at_locked_90_recall_threshold,A_rgb_only__achieved_recall_at_locked_90_recall_threshold,B_rgb_2d__auroc,B_rgb_2d__pr_auc,B_rgb_2d__f1_at_locked_threshold,B_rgb_2d__false_match_rate_at_locked_90_recall_threshold,B_rgb_2d__achieved_recall_at_locked_90_recall_threshold,C_rgb_2d_3d__auroc,C_rgb_2d_3d__pr_auc,C_rgb_2d_3d__f1_at_locked_threshold,C_rgb_2d_3d__false_match_rate_at_locked_90_recall_threshold,C_rgb_2d_3d__achieved_recall_at_locked_90_recall_threshold,geometry_only__auroc,geometry_only__pr_auc,geometry_only__f1_at_locked_threshold,geometry_only__false_match_rate_at_locked_90_recall_threshold,geometry_only__achieved_recall_at_locked_90_recall_threshold
749,0.775872316384,0.814760008669,0.71635817909,0.487005649718,0.843,0.848679096045,0.84753751949,0.795423340961,0.353672316384,0.865,0.906829378531,0.91805207164,0.824199912319,0.28813559322,0.887,0.871159322034,0.871589085866,0.824569155988,0.36384180791,0.93
750,0.735303890641,0.752547125512,0.679208876025,0.552050473186,0.829,0.82267402734,0.804649473105,0.770152003685,0.349106203996,0.833,0.885865404837,0.889914858167,0.804997768853,0.256572029443,0.828,0.871601472135,0.870000261578,0.800550206327,0.310199789695,0.866
751,0.703173748103,0.68921911286,0.612227074236,0.620637329287,0.819,0.840031107739,0.772184580998,0.737489025461,0.327010622155,0.836,0.898025037936,0.86871995817,0.766028309742,0.266312594841,0.877,0.88559939302,0.84149947824,0.781980450489,0.314871016692,0.915
752,0.688653631285,0.674769134329,0.648293963255,0.639664804469,0.865,0.78630726257,0.754952005242,0.727661393758,0.45251396648,0.846,0.829952513966,0.81942396752,0.747593135203,0.361266294227,0.824,0.814390130354,0.789886955751,0.748045178106,0.398510242086,0.852
753,0.753781512605,0.749884418678,0.688446969697,0.545284780579,0.847,0.852289449113,0.837911520072,0.760124610592,0.364145658263,0.852,0.916475256769,0.908823389016,0.806300553427,0.276377217554,0.912,0.888467787115,0.870460132694,0.813384813385,0.345471521942,0.944
754,0.773935403727,0.814924753693,0.719876416066,0.468322981366,0.833,0.834708074534,0.843786495566,0.797574626866,0.35652173913,0.852,0.900500621118,0.919855161657,0.835443037975,0.264596273292,0.855,0.87458136646,0.885992690571,0.832874196511,0.326708074534,0.901
755,0.70245046729,0.700861765402,0.653375623018,0.601869158879,0.835,0.821588785047,0.777447150833,0.752268602541,0.345794392523,0.824,0.889117757009,0.87267414981,0.80051369863,0.288785046729,0.877,0.882843925234,0.859660348665,0.813129102845,0.320560747664,0.923
756,0.685056888889,0.679409243433,0.641932700604,0.625777777778,0.853,0.843192888889,0.806922611496,0.767021769338,0.288888888889,0.818,0.890010666667,0.867979540979,0.798801369863,0.264888888889,0.886,0.897115555556,0.873336978807,0.822580645161,0.268444444444,0.915
757,0.743281581485,0.737978576195,0.685262668526,0.575699132112,0.853,0.829008678881,0.813342799425,0.751671868034,0.383799421408,0.841,0.888442622951,0.884846120123,0.78892733564,0.280617164899,0.859,0.862275795564,0.849899705041,0.783568904594,0.349083895853,0.881
758,0.759529182879,0.787962647709,0.738872403561,0.51102464332,0.856,0.834049286641,0.840715157864,0.797897754419,0.332036316472,0.832,0.901779507134,0.91701460423,0.848291571754,0.259403372244,0.868,0.879629053178,0.892171327636,0.838500694123,0.317769130999,0.901
759,0.713331073446,0.715934674649,0.700925925926,0.593220338983,0.879,0.786838418079,0.794301017158,0.747271933653,0.491525423729,0.853,0.842161581921,0.857769295275,0.783018867925,0.383050847458,0.849,0.814451977401,0.819188693947,0.777875329236,0.431638418079,0.877
760,0.738739130435,0.746757645552,0.702156952731,0.576882290562,0.878,0.828194061506,0.824664891505,0.772134831461,0.386002120891,0.854,0.870307529162,0.877490155417,0.790476190476,0.317073170732,0.859,0.842587486744,0.840483535055,0.78431372549,0.374337221633,0.876
761,0.740553535354,0.746432693787,0.685851318945,0.554545454545,0.838,0.833482828283,0.812602517065,0.762979683973,0.370707070707,0.844,0.899208080808,0.89851817068,0.809419973833,0.278787878788,0.874,0.876308080808,0.864481251184,0.811287477954,0.338383838384,0.913
762,0.71151961824,0.723017395166,0.680970149254,0.585365853659,0.846,0.830320254507,0.818666400372,0.77052238806,0.334040296925,0.821,0.892094379639,0.890373153615,0.82007996446,0.260869565217,0.864,0.890455991516,0.884579201776,0.827459954233,0.28525980912,0.897
763,0.708395798319,0.684799250185,0.640459363958,0.618487394958,0.853,0.828412605042,0.796443127823,0.73147751606,0.401680672269,0.851,0.876346218487,0.857826959555,0.760833333333,0.309243697479,0.87,0.859881512605,0.826430344673,0.772785622593,0.352100840336,0.895
764,0.741904483431,0.737611719527,0.691075514874,0.562378167641,0.866,0.830086744639,0.802065374293,0.765201952952,0.377192982456,0.858,0.884030214425,0.877987882503,0.790227464195,0.326510721248,0.887,0.850695906433,0.835863617017,0.790059982862,0.390838206628,0.92
765,0.723584269663,0.750550377989,0.647482014388,0.572097378277,0.798,0.841043071161,0.792277185064,0.771162790698,0.294943820225,0.827,0.907927902622,0.903640308604,0.808908685969,0.223782771536,0.841,0.896171348315,0.879815004783,0.81156800723,0.279962546816,0.891
766,0.751316270567,0.753592503281,0.674881516588,0.545703839122,0.838,0.837549360146,0.815773364465,0.753610503282,0.384826325411,0.858,0.899267824497,0.892776735908,0.784959864808,0.291590493601,0.881,0.867862888483,0.848692982241,0.787516032493,0.370201096892,0.917
767,0.715717479675,0.716963307553,0.678983833718,0.57012195122,0.857,0.831345528455,0.822041963883,0.768741481145,0.357723577236,0.84,0.883460365854,0.88000156243,0.803980960623,0.292682926829,0.874,0.873992886179,0.865059809321,0.814483683505,0.321138211382,0.906
768,0.700714285714,0.702983672876,0.658959537572,0.618095238095,0.845,0.833438095238,0.786353433647,0.767507002801,0.299047619048,0.817,0.888567619048,0.873285673275,0.808027923211,0.265714285714,0.867,0.88664952381,0.865789663341,0.816914080072,0.286666666667,0.903
769,0.709866125761,0.731522939311,0.67151294866,0.587221095335,0.846,0.842903651116,0.820660932928,0.787274453941,0.275862068966,0.819,0.892176470588,0.885334345023,0.813768755516,0.248478701826,0.861,0.892407707911,0.883369125804,0.822068965517,0.2738336714,0.892
770,0.685748471616,0.665759523418,0.639826839827,0.625327510917,0.859,0.830413973799,0.791119116037,0.748111950244,0.352838427948,0.836,0.878877729258,0.856489549018,0.78355704698,0.305676855895,0.888,0.876931877729,0.847081152828,0.806788511749,0.313537117904,0.921
771,0.725554487179,0.771822038253,0.671166827387,0.563034188034,0.81,0.861678418803,0.83079149501,0.805514524865,0.221153846154,0.812,0.920467948718,0.921877865336,0.844095940959,0.183760683761,0.848,0.921887820513,0.918452435515,0.8498342018,0.214743589744,0.892
772,0.746792538672,0.752479834858,0.674375578168,0.555050045496,0.841,0.85520200182,0.826590332484,0.775735294118,0.29754322111,0.839,0.908645131938,0.898372100509,0.801384681956,0.241128298453,0.877,0.887268425842,0.870559638676,0.804087072412,0.302092811647,0.904
773,0.736388261851,0.766377883611,0.683481701286,0.533860045147,0.814,0.815213318284,0.791369309561,0.780235294118,0.329571106095,0.826,0.888811512415,0.896389019811,0.820814479638,0.251693002257,0.821,0.876836343115,0.879783719677,0.814232902033,0.305869074492,0.874
774,0.780083435583,0.795699398039,0.745609633718,0.482208588957,0.865,0.836863803681,0.85152780245,0.784775713638,0.41717791411,0.865,0.903514110429,0.917923452732,0.832749562172,0.323926380368,0.904,0.859211042945,0.869355023702,0.82873412177,0.403680981595,0.941
775,0.773209397344,0.778478830599,0.711798839458,0.524004085802,0.855,0.850290091931,0.845580565187,0.773056057866,0.362614913177,0.854,0.907602655771,0.910711507357,0.80996068152,0.26455566905,0.881,0.873058222676,0.86770080355,0.804251550044,0.344228804903,0.904
776,0.751863974495,0.782405113223,0.692233009709,0.543039319872,0.829,0.855509032944,0.838021672143,0.793878527021,0.27311370882,0.827,0.915386822529,0.920180117167,0.830136986301,0.200850159405,0.847,0.902106269926,0.90133311535,0.825842696629,0.255047821467,0.877
777,0.725769718948,0.70667156065,0.665461121157,0.602901178604,0.859,0.8172475068,0.788812633353,0.733276157804,0.430643699003,0.854,0.868504986401,0.859074516456,0.764186633039,0.325475974615,0.857,0.840097914778,0.815652976767,0.763293310463,0.387126019946,0.882
778,0.730922520661,0.757755168932,0.675754625122,0.546487603306,0.817,0.850684917355,0.835797791189,0.781869688385,0.295454545455,0.823,0.919700413223,0.918284754496,0.83527305282,0.221074380165,0.878,0.913524793388,0.905961880558,0.846855059253,0.261363636364,0.923
779,0.733312724014,0.733197177636,0.664250113276,0.578853046595,0.843,0.841581541219,0.795212760387,0.767284229553,0.320788530466,0.845,0.894168458781,0.880254124903,0.789608177172,0.277777777778,0.874,0.870277777778,0.845185536496,0.792173913043,0.336021505376,0.909
780,0.800495388669,0.839842509485,0.749354005168,0.440052700922,0.843,0.842808959157,0.853421615324,0.810344827586,0.316205533597,0.843,0.911648221344,0.930573501245,0.848623853211,0.234519104084,0.854,0.878420289855,0.896996237619,0.833566433566,0.31884057971,0.891
781,0.791383425414,0.805982127928,0.733870967742,0.480662983425,0.852,0.84560441989,0.855773387116,0.774251229325,0.408839779006,0.865,0.91600441989,0.923540104176,0.821645021645,0.298342541436,0.906,0.871224309392,0.871673524672,0.817278617711,0.396685082873,0.942
782,0.753982387476,0.769521657156,0.694012258369,0.559686888454,0.844,0.853007827789,0.845411591718,0.771283939254,0.324853228963,0.833,0.919071428571,0.915624674709,0.815364469664,0.244618395303,0.894,0.896240704501,0.883629606925,0.81592920354,0.317025440313,0.919
783,0.75115427303,0.766223128893,0.718837863168,0.534961154273,0.876,0.847783573807,0.847410955956,0.794253938832,0.330743618202,0.851,0.892186459489,0.898177205202,0.817665063402,0.289678135405,0.885,0.866397336293,0.868158323971,0.8158131177,0.34295227525,0.907
784,0.723994413408,0.752976926336,0.684787792084,0.56312849162,0.827,0.822102793296,0.790781662793,0.785680190931,0.298324022346,0.818,0.888637988827,0.890506578074,0.824853669518,0.254748603352,0.836,0.881116201117,0.878928988523,0.820110701107,0.298324022346,0.884
785,0.731543699187,0.740412001813,0.677804295943,0.551829268293,0.836,0.818900406504,0.799343363964,0.760752688172,0.386178861789,0.845,0.885,0.88416863018,0.798964624676,0.301829268293,0.863,0.864362804878,0.85392855471,0.802458296752,0.358739837398,0.908
786,0.746742713568,0.745184893891,0.700934579439,0.563819095477,0.857,0.828348743719,0.819356682099,0.754716981132,0.385929648241,0.836,0.901124623116,0.895996607722,0.805484147386,0.295477386935,0.894,0.873936683417,0.862750644065,0.803641092328,0.368844221106,0.923
787,0.734012480499,0.711726388339,0.641610738255,0.584243369735,0.838,0.833800312012,0.7907394296,0.727349703641,0.389235569423,0.855,0.896649765991,0.871858558947,0.755790329134,0.30031201248,0.891,0.86789625585,0.829896476456,0.763711340206,0.376755070203,0.923
788,0.673139712108,0.641802089467,0.633374947982,0.646909398815,0.879,0.804269263336,0.764277593028,0.729452054795,0.406435224386,0.843,0.846690093141,0.818016830989,0.749796913079,0.357324301439,0.87,0.841530059272,0.80664409149,0.767986377182,0.369178662151,0.897
789,0.788219769674,0.793348693209,0.715174724749,0.517274472169,0.865,0.845371401152,0.834969577858,0.75876817793,0.430902111324,0.885,0.907167946257,0.905718805754,0.784475639967,0.341650671785,0.916,0.852226487524,0.838182144541,0.779284833539,0.454894433781,0.947
790,0.719740442656,0.730917366112,0.672429481347,0.598591549296,0.851,0.810010060362,0.776521289073,0.763669227293,0.366197183099,0.84,0.859397384306,0.858206571245,0.780043383948,0.307847082495,0.826,0.838733400402,0.826322823072,0.771914132379,0.362173038229,0.858
791,0.684312442396,0.696926201371,0.629254829807,0.601843317972,0.816,0.847758525346,0.809711348878,0.772516248839,0.291244239631,0.826,0.901237788018,0.889048736178,0.813350900307,0.242396313364,0.873,0.909137327189,0.887585844488,0.841866787494,0.245161290323,0.921
792,0.700706823926,0.676687058636,0.639337112952,0.622577927548,0.859,0.827799494524,0.787039965604,0.735042735043,0.40101095198,0.856,0.876947767481,0.856034256742,0.763980263158,0.331086773378,0.889,0.860585509688,0.823520046849,0.781802864364,0.364785172704,0.921
793,0.748632291667,0.739379633693,0.70425226947,0.529166666667,0.862,0.821308333333,0.824271541016,0.755614266843,0.429166666667,0.855,0.884303125,0.885747480845,0.797613975288,0.325,0.882,0.853767708333,0.85136263865,0.798264642082,0.390625,0.915
794,0.741181086519,0.734549370773,0.696815874481,0.569416498994,0.864,0.820610663984,0.808817979953,0.755038065383,0.390342052314,0.839,0.882193158954,0.878743338081,0.792614856161,0.302816901408,0.867,0.854855130785,0.846819034695,0.786467486819,0.370221327968,0.891
795,0.764074448529,0.768199688661,0.68809073724,0.540441176471,0.843,0.849059742647,0.82111425206,0.764705882353,0.351102941176,0.856,0.909867647059,0.903054347418,0.795744680851,0.274816176471,0.891,0.873774816176,0.854878616729,0.793650793651,0.360294117647,0.923
796,0.754226822682,0.74979323904,0.682495344507,0.562556255626,0.843,0.832372637264,0.804411845508,0.744084136722,0.38703870387,0.846,0.906327632763,0.894789124834,0.786582809224,0.294329432943,0.895,0.87203690369,0.84915039812,0.784330244313,0.385238523852,0.928
797,0.746390898483,0.756396492131,0.724252491694,0.55309218203,0.877,0.828325554259,0.823272166922,0.779138321995,0.401400233372,0.858,0.881539089848,0.894853327017,0.816630196937,0.331388564761,0.882,0.846529754959,0.850391317186,0.811337466785,0.38739789965,0.91
798,0.720822597677,0.751050393022,0.678890456041,0.582893347413,0.839,0.855784582893,0.844594260065,0.791250594389,0.281942977825,0.826,0.907939809926,0.910024598598,0.82957619477,0.227032734952,0.869,0.905508975713,0.897966444945,0.839517625232,0.25237592397,0.899
799,0.710920524017,0.69022113644,0.650198500221,0.619213973799,0.854,0.811851528384,0.761067181372,0.732127476314,0.408733624454,0.848,0.865825327511,0.847115163627,0.762063227953,0.331877729258,0.86,0.841786899563,0.807710323588,0.765180467091,0.383406113537,0.894
800,0.776113436123,0.794337451382,0.723032069971,0.527533039648,0.859,0.819484581498,0.819941896473,0.764471939903,0.437224669604,0.862,0.887311674009,0.899219055158,0.79690854444,0.334801762115,0.874,0.838574889868,0.839662547523,0.783807062877,0.441629955947,0.906
801,0.740038557214,0.755358313744,0.72011805214,0.521144278607,0.85,0.797982587065,0.808237442245,0.770939379917,0.40671641791,0.83,0.875763681592,0.891009849602,0.823792486583,0.300995024876,0.844,0.857308457711,0.872409167298,0.814442413163,0.356965174129,0.884
802,0.754047297297,0.749191695371,0.693154619435,0.530888030888,0.845,0.860424710425,0.851880669147,0.771769019248,0.32528957529,0.84,0.920980694981,0.914975326108,0.822348319511,0.237451737452,0.902,0.901136100386,0.890592625097,0.830591373944,0.291505791506,0.93
803,0.742657303371,0.735152048099,0.723424270931,0.537078651685,0.89,0.826291011236,0.834656354959,0.768551236749,0.441573033708,0.868,0.875212359551,0.885116762905,0.804607508532,0.361797752809,0.896,0.838747191011,0.844712997799,0.80538662033,0.412359550562,0.922
804,0.679424270073,0.676445895305,0.63814927979,0.621350364964,0.848,0.795376824818,0.759520681551,0.741067490075,0.385948905109,0.828,0.855988138686,0.835251386715,0.767567567568,0.334854014599,0.857,0.855925182482,0.830909296548,0.782156777826,0.361313868613,0.899
805,0.753633663366,0.770123375369,0.691084337349,0.538613861386,0.837,0.848226732673,0.838857534371,0.769927536232,0.351485148515,0.846,0.915800990099,0.913820480813,0.81401384083,0.267326732673,0.898,0.89051980198,0.877352877588,0.819014391627,0.338613861386,0.935
806,0.709619089317,0.69457860734,0.647824136384,0.584938704028,0.849,0.830741681261,0.802975168049,0.749234135667,0.372154115587,0.849,0.883617338004,0.865779895708,0.776852622814,0.307355516637,0.885,0.871186514886,0.846006996289,0.794332331473,0.344133099825,0.921
807,0.703680793508,0.694066010437,0.648817492191,0.609558160505,0.848,0.814874661858,0.788978672222,0.740545294635,0.386834986474,0.835,0.872293056808,0.856679288742,0.772151898734,0.305680793508,0.859,0.862484220018,0.839426318311,0.781508940253,0.346257889991,0.89
808,0.691632318501,0.654335306535,0.61427357689,0.658860265418,0.849,0.79493598751,0.730817615007,0.699093157461,0.448868071819,0.847,0.836772833724,0.802767587747,0.719183673469,0.341139734582,0.819,0.814674473068,0.76012010811,0.719932716569,0.392661982826,0.845
809,0.713145833333,0.741689529742,0.685414680648,0.565972222222,0.843,0.7898125,0.786708109134,0.767410104688,0.407407407407,0.836,0.854346064815,0.868410373005,0.798064232292,0.326388888889,0.826,0.842887731481,0.848178881455,0.795104261106,0.37037037037,0.87
