dataset,stratum_variable,stratum_level,system,pairs,positives,negatives,auroc,pr_auc,false_match_rate,recall,threshold_source
movi_e,dynamic_status,dynamic-static,S_shuffled_pose,307,0,307,,,0.02280130293159609,,development_locked_90_recall
movi_e,dynamic_status,static-static,A_rgb,1526,860,666,0.9706491375096026,0.9802976155199282,0.16066066066066065,0.9372093023255814,development_locked_90_recall
movi_e,dynamic_status,static-static,B_rgb_2d,1526,860,666,0.9949385431943572,0.9960829237179922,0.03903903903903904,0.9697674418604652,development_locked_90_recall
movi_e,dynamic_status,static-static,C_camera_geometry,1526,860,666,0.9975714086179203,0.9980995845401991,0.006006006006006006,0.9616279069767442,development_locked_90_recall
movi_e,dynamic_status,static-static,D_pose_aligned_geometry,1526,860,666,0.9982645436133808,0.9987029800462438,0.006006006006006006,0.9651162790697675,development_locked_90_recall
movi_e,dynamic_status,static-static,G_camera_geometry_only,1526,860,666,0.9958167469795378,0.996703767477999,0.021021021021021023,0.9616279069767442,development_locked_90_recall
movi_e,dynamic_status,static-static,G_pose_aligned_geometry_only,1526,860,666,0.9973758642363293,0.9980022207588628,0.015015015015015015,0.958139534883721,development_locked_90_recall
movi_e,dynamic_status,static-static,P_pose_only,1526,860,666,0.5293325302046232,0.5856769747854338,0.8558558558558559,0.8627906976744186,development_locked_90_recall
movi_e,dynamic_status,static-static,S_shuffled_pose,1526,860,666,0.997110482575599,0.9977955599297755,0.01951951951951952,0.9686046511627907,development_locked_90_recall
movi_e,label,negative,A_rgb,1000,0,1000,,,0.154,,development_locked_90_recall
movi_e,label,negative,B_rgb_2d,1000,0,1000,,,0.045,,development_locked_90_recall
movi_e,label,negative,C_camera_geometry,1000,0,1000,,,0.009,,development_locked_90_recall
movi_e,label,negative,D_pose_aligned_geometry,1000,0,1000,,,0.007,,development_locked_90_recall
movi_e,label,negative,G_camera_geometry_only,1000,0,1000,,,0.021,,development_locked_90_recall
movi_e,label,negative,G_pose_aligned_geometry_only,1000,0,1000,,,0.016,,development_locked_90_recall
movi_e,label,negative,P_pose_only,1000,0,1000,,,0.874,,development_locked_90_recall
movi_e,label,negative,S_shuffled_pose,1000,0,1000,,,0.02,,development_locked_90_recall
movi_e,label,positive,A_rgb,1000,1000,0,,,,0.891,development_locked_90_recall
movi_e,label,positive,B_rgb_2d,1000,1000,0,,,,0.903,development_locked_90_recall
movi_e,label,positive,C_camera_geometry,1000,1000,0,,,,0.906,development_locked_90_recall
movi_e,label,positive,D_pose_aligned_geometry,1000,1000,0,,,,0.916,development_locked_90_recall
movi_e,label,positive,G_camera_geometry_only,1000,1000,0,,,,0.909,development_locked_90_recall
movi_e,label,positive,G_pose_aligned_geometry_only,1000,1000,0,,,,0.915,development_locked_90_recall
movi_e,label,positive,P_pose_only,1000,1000,0,,,,0.866,development_locked_90_recall
movi_e,label,positive,S_shuffled_pose,1000,1000,0,,,,0.909,development_locked_90_recall
movi_e,negative_difficulty,easy,A_rgb,500,0,500,,,0.086,,development_locked_90_recall
movi_e,negative_difficulty,easy,B_rgb_2d,500,0,500,,,0.026,,development_locked_90_recall
movi_e,negative_difficulty,easy,C_camera_geometry,500,0,500,,,0.01,,development_locked_90_recall
movi_e,negative_difficulty,easy,D_pose_aligned_geometry,500,0,500,,,0.004,,development_locked_90_recall
movi_e,negative_difficulty,easy,G_camera_geometry_only,500,0,500,,,0.024,,development_locked_90_recall
movi_e,negative_difficulty,easy,G_pose_aligned_geometry_only,500,0,500,,,0.01,,development_locked_90_recall
movi_e,negative_difficulty,easy,P_pose_only,500,0,500,,,0.876,,development_locked_90_recall
movi_e,negative_difficulty,easy,S_shuffled_pose,500,0,500,,,0.022,,development_locked_90_recall
movi_e,negative_difficulty,hard,A_rgb,500,0,500,,,0.222,,development_locked_90_recall
movi_e,negative_difficulty,hard,B_rgb_2d,500,0,500,,,0.064,,development_locked_90_recall
movi_e,negative_difficulty,hard,C_camera_geometry,500,0,500,,,0.008,,development_locked_90_recall
movi_e,negative_difficulty,hard,D_pose_aligned_geometry,500,0,500,,,0.01,,development_locked_90_recall
movi_e,negative_difficulty,hard,G_camera_geometry_only,500,0,500,,,0.018,,development_locked_90_recall
movi_e,negative_difficulty,hard,G_pose_aligned_geometry_only,500,0,500,,,0.022,,development_locked_90_recall
movi_e,negative_difficulty,hard,P_pose_only,500,0,500,,,0.872,,development_locked_90_recall
movi_e,negative_difficulty,hard,S_shuffled_pose,500,0,500,,,0.018,,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,A_rgb,1000,1000,0,,,,0.891,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,B_rgb_2d,1000,1000,0,,,,0.903,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,C_camera_geometry,1000,1000,0,,,,0.906,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,D_pose_aligned_geometry,1000,1000,0,,,,0.916,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,G_camera_geometry_only,1000,1000,0,,,,0.909,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,G_pose_aligned_geometry_only,1000,1000,0,,,,0.915,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,P_pose_only,1000,1000,0,,,,0.866,development_locked_90_recall
movi_e,negative_difficulty,positive_not_applicable,S_shuffled_pose,1000,1000,0,,,,0.909,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,A_rgb,665,332,333,0.9294927457578059,0.9416177422458633,0.13513513513513514,0.8253012048192772,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,B_rgb_2d,665,332,333,0.9754965809182676,0.9778169736056829,0.042042042042042045,0.8674698795180723,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,C_camera_geometry,665,332,333,0.9887568291182749,0.9888610717954915,0.006006006006006006,0.8765060240963856,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,D_pose_aligned_geometry,665,332,333,0.9938673613372409,0.994566189585842,0.006006006006006006,0.9096385542168675,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,G_camera_geometry_only,665,332,333,0.9784091320235898,0.978543918405633,0.03003003003003003,0.8704819277108434,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,G_pose_aligned_geometry_only,665,332,333,0.9894804442997214,0.9899045797138958,0.03003003003003003,0.9036144578313253,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,P_pose_only,665,332,333,0.49555428922898803,0.4918407352952194,0.6336336336336337,0.6114457831325302,development_locked_90_recall
movi_e,camera_displacement_scene_units,high,S_shuffled_pose,665,332,333,0.9869930171134991,0.9874828811365632,0.018018018018018018,0.8885542168674698,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,A_rgb,705,359,346,0.9647704767578533,0.973566135927691,0.18497109826589594,0.9387186629526463,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,B_rgb_2d,705,359,346,0.9847762732059189,0.9870863550662752,0.046242774566473986,0.9275766016713092,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,C_camera_geometry,705,359,346,0.9956687651955497,0.9960985690934931,0.002890173410404624,0.935933147632312,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,D_pose_aligned_geometry,705,359,346,0.9953708921699647,0.9957953494017829,0.005780346820809248,0.924791086350975,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,G_camera_geometry_only,705,359,346,0.9942921087800086,0.9949876243273515,0.005780346820809248,0.9387186629526463,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,G_pose_aligned_geometry_only,705,359,346,0.9955158033716006,0.9959256053949305,0.002890173410404624,0.9303621169916435,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,P_pose_only,705,359,346,0.4902426457565169,0.5110369045965165,1.0,1.0,development_locked_90_recall
movi_e,camera_displacement_scene_units,low,S_shuffled_pose,705,359,346,0.993929830775919,0.9947551306130175,0.02023121387283237,0.9275766016713092,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,A_rgb,630,309,321,0.9620421619332788,0.9676835192563109,0.14018691588785046,0.9061488673139159,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,B_rgb_2d,630,309,321,0.9825081410237023,0.9861350372052157,0.04672897196261682,0.912621359223301,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,C_camera_geometry,630,309,321,0.9884059724364597,0.9896540402564619,0.018691588785046728,0.9029126213592233,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,D_pose_aligned_geometry,630,309,321,0.9931040740404682,0.9938662438787624,0.009345794392523364,0.912621359223301,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,G_camera_geometry_only,630,309,321,0.985885531661777,0.9874083244745504,0.028037383177570093,0.9158576051779935,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,G_pose_aligned_geometry_only,630,309,321,0.9914305013660789,0.9919035214340547,0.01557632398753894,0.9093851132686084,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,P_pose_only,630,309,321,0.50420913609372,0.4972114588544201,0.9875389408099688,0.9838187702265372,development_locked_90_recall
movi_e,camera_displacement_scene_units,medium,S_shuffled_pose,630,309,321,0.9880027019125105,0.9892809554779413,0.021806853582554516,0.9093851132686084,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,A_rgb,633,311,322,0.9334045655169659,0.9443072784831164,0.13975155279503104,0.8360128617363344,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,B_rgb_2d,633,311,322,0.9792594515787582,0.9805847591066827,0.049689440993788817,0.8842443729903537,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,C_camera_geometry,633,311,322,0.9878073136146672,0.9870108798057373,0.012422360248447204,0.8778135048231511,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,D_pose_aligned_geometry,633,311,322,0.993948592997943,0.9944171766965081,0.012422360248447204,0.9196141479099679,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,G_camera_geometry_only,633,311,322,0.9794292105210601,0.978928142653445,0.031055900621118012,0.8778135048231511,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,G_pose_aligned_geometry_only,633,311,322,0.9906732439935292,0.9910468862304295,0.027950310559006212,0.909967845659164,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,P_pose_only,633,311,322,0.49266541511054307,0.48449839655497856,0.6086956521739131,0.5691318327974276,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,high,S_shuffled_pose,633,311,322,0.9876874837730423,0.9871861917632216,0.027950310559006212,0.9003215434083601,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,A_rgb,712,354,358,0.9648391882081873,0.9725402489206075,0.18156424581005587,0.9378531073446328,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,B_rgb_2d,712,354,358,0.9837610074803523,0.9856521914901587,0.05027932960893855,0.9322033898305084,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,C_camera_geometry,712,354,358,0.9956127891929426,0.9958751897346432,0.00558659217877095,0.940677966101695,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,D_pose_aligned_geometry,712,354,358,0.995683805195215,0.9958869277034905,0.00558659217877095,0.9265536723163842,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,G_camera_geometry_only,712,354,358,0.9943423918189566,0.9948266382149185,0.00558659217877095,0.943502824858757,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,G_pose_aligned_geometry_only,712,354,358,0.9954786478553168,0.9957054689723807,0.002793296089385475,0.9378531073446328,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,P_pose_only,712,354,358,0.5031759934349651,0.5002296041826607,1.0,1.0,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,low,S_shuffled_pose,712,354,358,0.9945870024934507,0.9951600023794048,0.01675977653631285,0.9322033898305084,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,A_rgb,655,335,320,0.9548880597014925,0.9637777895499614,0.1375,0.8925373134328358,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,B_rgb_2d,655,335,320,0.9801119402985075,0.9849363133461859,0.034375,0.8895522388059701,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,C_camera_geometry,655,335,320,0.9884328358208956,0.99047629955629,0.009375,0.8955223880597015,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,D_pose_aligned_geometry,655,335,320,0.9925746268656717,0.993834180483236,0.003125,0.9014925373134328,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,G_camera_geometry_only,655,335,320,0.9845149253731343,0.9869213740338761,0.028125,0.9014925373134328,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,G_pose_aligned_geometry_only,655,335,320,0.9908582089552238,0.9918257413583499,0.01875,0.8955223880597015,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,P_pose_only,655,335,320,0.4941651119402985,0.5128988999196065,1.0,1.0,development_locked_90_recall
movi_e,relative_camera_rotation_degrees,medium,S_shuffled_pose,655,335,320,0.9852611940298507,0.9878057301752189,0.015625,0.8925373134328358,development_locked_90_recall
movi_e,normalized_camera_displacement,high,A_rgb,638,323,315,0.9269349845201238,0.9421736589460257,0.13015873015873017,0.8173374613003096,development_locked_90_recall
movi_e,normalized_camera_displacement,high,B_rgb_2d,638,323,315,0.9718708536045997,0.9761349755094397,0.044444444444444446,0.8637770897832817,development_locked_90_recall
movi_e,normalized_camera_displacement,high,C_camera_geometry,638,323,315,0.9859550837879012,0.9877443978049085,0.0031746031746031746,0.8699690402476781,development_locked_90_recall
movi_e,normalized_camera_displacement,high,D_pose_aligned_geometry,638,323,315,0.9912722983930414,0.9933000417480681,0.0031746031746031746,0.9071207430340558,development_locked_90_recall
movi_e,normalized_camera_displacement,high,G_camera_geometry_only,638,323,315,0.9762740183792815,0.9783511536928694,0.02857142857142857,0.8668730650154799,development_locked_90_recall
movi_e,normalized_camera_displacement,high,G_pose_aligned_geometry_only,638,323,315,0.9875669566072043,0.9892288455684434,0.025396825396825397,0.9040247678018576,development_locked_90_recall
movi_e,normalized_camera_displacement,high,P_pose_only,638,323,315,0.5020738119809327,0.5045803628548204,0.6190476190476191,0.6006191950464397,development_locked_90_recall
movi_e,normalized_camera_displacement,high,S_shuffled_pose,638,323,315,0.9845987517814143,0.9864712943862914,0.01904761904761905,0.8823529411764706,development_locked_90_recall
movi_e,normalized_camera_displacement,low,A_rgb,730,370,360,0.9656306306306306,0.9741503928562024,0.18888888888888888,0.9405405405405406,development_locked_90_recall
movi_e,normalized_camera_displacement,low,B_rgb_2d,730,370,360,0.9849249249249249,0.9871797599609871,0.04722222222222222,0.9297297297297298,development_locked_90_recall
movi_e,normalized_camera_displacement,low,C_camera_geometry,730,370,360,0.9953978978978978,0.9958252834008288,0.005555555555555556,0.9378378378378378,development_locked_90_recall
movi_e,normalized_camera_displacement,low,D_pose_aligned_geometry,730,370,360,0.9953903903903905,0.9957966522880811,0.005555555555555556,0.927027027027027,development_locked_90_recall
movi_e,normalized_camera_displacement,low,G_camera_geometry_only,730,370,360,0.993948948948949,0.9946308643394246,0.008333333333333333,0.9405405405405406,development_locked_90_recall
movi_e,normalized_camera_displacement,low,G_pose_aligned_geometry_only,730,370,360,0.995487987987988,0.9958864340843157,0.002777777777777778,0.9324324324324325,development_locked_90_recall
movi_e,normalized_camera_displacement,low,P_pose_only,730,370,360,0.5010097597597598,0.5186678935565137,1.0,1.0,development_locked_90_recall
movi_e,normalized_camera_displacement,low,S_shuffled_pose,730,370,360,0.9934834834834835,0.9943088987883949,0.025,0.927027027027027,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,A_rgb,632,307,325,0.9642796291656227,0.9676203891790114,0.13846153846153847,0.9087947882736156,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,B_rgb_2d,632,307,325,0.9857780005011275,0.9877963216172518,0.043076923076923075,0.9120521172638436,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,C_camera_geometry,632,307,325,0.9905988474066649,0.9908960112216535,0.018461538461538463,0.9055374592833876,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,D_pose_aligned_geometry,632,307,325,0.9952793786018541,0.9951354209936869,0.012307692307692308,0.9120521172638436,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,G_camera_geometry_only,632,307,325,0.9875119017790028,0.9880811470914989,0.027692307692307693,0.9153094462540716,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,G_pose_aligned_geometry_only,632,307,325,0.993114507642195,0.9927804023355218,0.021538461538461538,0.9055374592833876,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,P_pose_only,632,307,325,0.5019343522926585,0.4881946113883082,0.9815384615384616,0.9837133550488599,development_locked_90_recall
movi_e,normalized_camera_displacement,medium,S_shuffled_pose,632,307,325,0.9901478326234026,0.9905935087195696,0.015384615384615385,0.9153094462540716,development_locked_90_recall
